0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.0,0.0,218.60502158359662,515.117025641026,186.68650553589757,501.1929542954531,163.19009221463145,493.88804102332506,147.02670454597316,498.6586704946749,159.23919273859926,488.38823804238564,111.59883009727444,504.1316283666637,104.22710421556279,515.7239833079492,109.57204359790056,522.6720592470301,159.6975704958172,506.0417508231658,114.17217807005588,528.2650054656879,112.38698632598559,537.0080771288631,122.8682209577996,539.7346994402105,168.65597990855255,530.2576095404002,130.35410641583164,551.756159772427,133.1704135322643,559.0521911373944,141.97932878365734,561.3780155899767,181.7525360471245,556.3193658549935,155.44048195030697,570.9199505536853,157.51945379535388,572.5788284958398,161.17320683081832,571.1404334248218,0
0.0,0.0,610.7367981378268,675.4303270439486,657.0641745159521,655.6426670372603,679.5755145852238,642.1625905454348,690.527344293085,649.3662345631528,621.4464687318762,540.8866960908563,619.283647540615,473.65071049865946,614.4305345678497,430.87516627003606,612.9044267179436,403.9757970307637,570.3598562901464,522.3862556384847,583.5722891356384,513.6474023956653,580.6264587355947,512.7686933762125,579.4674674787932,516.6900509162042,531.6926798694333,528.4769502155395,542.9121496133778,549.1064115090303,555.5521393268648,569.0565542117329,568.9703709196913,587.0350645798753,498.4999706305536,543.2597056963568,506.2144147094734,555.5055836737956,517.3446795946513,572.3313950221927,521.0394032788756,585.037431265664,0
0.0,0.0,639.0529287851388,609.2063449252455,668.9190422091016,565.9023830823353,699.4830006863668,550.0445328724381,720.0106757675568,530.7917745791565,674.8734936827642,562.147688588142,754.5580333827239,572.7146136251031,802.0682225681123,591.7961682337082,825.7246013011975,598.7912048358266,686.3767457083743,610.2844144459923,786.6170302429821,608.6289693270883,840.4974611992441,619.7474084409841,870.2907033775666,626.4348270922383,695.7804539679785,661.2312898242308,791.1718656714077,652.1754815939275,846.8584092166241,660.8334869197897,868.0594787714401,664.1931977474342,703.7976832888965,708.4817819607415,772.5118642257587,709.6339431412489,816.3306453941188,720.0903222315173,838.1319878652723,722.4282457937807,0
0.0,0.0,713.3242891565534,646.1067478450351,800.4230811392919,624.6105872572081,861.0379271053607,617.5642999415505,892.8184498402771,632.2858146146974,878.379384691707,490.1726325152341,961.2777283980067,476.6334876765178,940.8546226716426,498.30802485196193,916.3847941121276,498.52556360670144,840.0281847883854,477.77167051827576,905.5562236432525,506.36261137938357,874.3469961622504,544.8406380431917,841.6282614539705,554.7188844872582,805.310276021428,497.2557004843403,847.2939074795468,543.9746506955418,809.6404012887216,590.3836918207963,788.4828875122295,608.6711204755412,776.8664534505771,524.3555041227811,802.4681314911031,554.7133771756127,785.22007265476,592.9953088054173,775.4614533006062,616.094585779014,0
0.0,0.0,512.8317227427251,429.2740111428502,555.071980285953,350.6824288239295,618.6201844149746,321.6842725307706,678.4115508194445,335.50550058787485,565.7276035076939,271.24224336780753,742.9166855567091,271.95789521127153,741.5307700213998,330.25254348525414,705.4392416237824,350.6665226887271,577.5584763229635,333.6677545558123,755.0870077391737,358.72787418904045,745.1573000554454,423.0263210560697,704.3390200516478,427.8474685538713,589.8371645156985,411.7732918191723,744.6956843258012,436.1466904516419,737.4416287646017,479.18886053177994,700.8712448899423,478.26564129809776,607.3319865249796,496.02177645453776,725.537357562447,506.7654782569225,717.0596536725133,546.4846956493784,686.3870950335039,553.4497664358132,0
0.0,0.0,381.2760615769058,378.91820930974427,429.6893026058425,291.4859712187208,476.72988339846427,238.8416024914568,524.0241190670932,205.20963069317804,416.3756893767842,225.08887852869157,588.1962250973994,210.82518552102556,584.6709043838292,259.16610717207186,554.3453928093733,263.9154285163713,432.670392537044,271.40131309307253,617.9087929618418,255.90414272060843,603.0455207646029,311.1369445031178,564.8510206339671,322.40953480485405,458.86636351242134,330.4135443821651,627.7242615801516,315.39784315302677,603.6270812709264,357.8803233375329,555.3827127482692,363.8977038696539,487.16111343412206,391.46000068590365,617.6477468740743,376.2203144927771,605.6361679658005,424.5928498564281,574.4182723627274,445.9043188814321,0
0.0,0.0,367.99063914198626,363.1871228690143,413.25326037863846,270.40867751638143,466.2047615734918,231.50319509664945,525.4083368798965,216.72518187525196,393.7341012040196,225.02898712698146,565.8744536953782,184.75317599883414,568.0558899046737,228.6135234983339,538.473699202128,240.46223439715686,408.29396624499344,280.0554741683118,599.5129869639604,244.15412233820462,589.9040067122696,297.8643083850475,545.1346363897756,312.81853521896846,437.11192316957744,348.18478595827764,614.5124753981871,321.7504629292706,588.0638720951173,360.87403740079026,534.1060693128384,366.5449216368652,468.51357630996057,410.4934806524325,598.3902432598696,388.66056414625564,580.8068040711295,429.0853487484892,540.3219525391613,448.3156840766678,0
0.0,0.0,372.6541034326073,357.977650313529,416.03802078427543,261.21946312874206,475.4712192862935,223.0420402133641,534.2648479076288,209.81968680287173,390.8256539323884,225.32579616062867,562.5764737229274,196.9664397148481,562.1511859188558,239.45343938051883,531.5255725936113,245.48503229406924,410.6385359734449,282.0748672479167,595.8028674925536,260.4880462136098,584.3863994806779,312.7337155757559,540.3938308535762,320.212551311648,439.5788699348595,354.2716478774819,615.1232061674164,335.64197596411395,589.5172743541333,374.58289578129177,538.4230854706366,380.1634115497435,472.58506500354264,420.60638119398936,602.189218514537,394.99062806016434,583.9188121554943,435.36923718978494,544.942521568926,455.028080005446,0
0.0,0.0,366.2569605643448,345.2695920440656,412.2177420387361,259.3877856962299,463.19132583734245,222.2382650442205,506.70709453342715,194.48655410158244,384.38842122670667,197.42704135436725,564.6593614436442,180.6036591983593,562.3912594857484,234.16199345096175,531.3314638000866,239.7659523777329,393.9400011988009,250.22730742487693,585.7398955064855,241.60377379331112,578.9113214648914,298.43746451355855,539.0391154944064,310.2108943968615,418.20011240802523,317.2828554488078,583.232975495468,307.7110598143281,570.4112936506426,350.52662489346767,529.2373795913682,355.5805014845755,451.0447219724156,383.2448168449773,582.6042580755075,378.1210489800869,568.6088539611374,426.4847277482113,534.1186756150419,444.4891403462134,0
0.0,0.0,374.5986503078657,333.8604355748248,414.1326822224637,255.81318268443283,449.04482834355804,218.81416105464444,477.3126847141066,174.34500164048217,391.6650969073271,200.0408524194208,558.3663459348609,192.34779588776286,574.2066762989798,241.97777198351105,554.4293804577846,247.93557535814762,393.07219552708375,250.3336245133396,572.421734763142,249.65895640089002,582.9632265881628,295.0043104704673,553.3843114595602,311.7000770607119,411.721756423427,312.80479180518887,563.7244115433296,309.0341759724397,570.5234789374354,340.0065976863116,538.6918989717888,348.5556564514118,440.55157321934166,373.6367705114244,555.6129216153768,379.5288058004371,560.1897350506606,416.8911616566911,538.8218950741993,431.9083433085907,0
