2021-05-19 18:41:03,002 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-05-19 18:41:03,098 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-05-19 18:41:03,101 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-05-19 18:41:03,102 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-05-19 18:41:03,132 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-05-19 18:41:03,134 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-05-19 18:41:03,136 INFO  SwAddin.cs: 201 - Setting up command manager
2021-05-19 18:41:03,137 INFO  SwAddin.cs: 204 - Adding command manager
2021-05-19 18:41:03,145 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-05-19 18:41:03,146 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-05-19 18:41:03,148 INFO  SwAddin.cs: 210 - Adding event handlers
2021-05-19 18:41:03,698 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-05-19 18:42:09,020 INFO  SwAddin.cs: 294 - Assembly export called for file wheel_chair_robot
2021-05-19 18:42:09,048 INFO  SwAddin.cs: 299 - Save is required
2021-05-19 18:42:09,049 INFO  SwAddin.cs: 313 - Saving assembly
2021-05-19 18:42:09,556 INFO  SwAddin.cs: 316 - Opening property manager
2021-05-19 18:42:09,586 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_chair_robot
2021-05-19 18:42:09,637 INFO  ExportHelperExtension.cs: 1136 - Found 72 in wheel_chair_robot
2021-05-19 18:42:09,638 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_chair_robot
2021-05-19 18:42:09,638 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-05-19 18:42:09,640 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2021-05-19 18:42:09,640 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 모터때기파트-2
2021-05-19 18:42:09,642 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 모터때기파트-2
2021-05-19 18:42:09,644 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 모터때기파트-2
2021-05-19 18:42:09,647 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 모터때기파트-1
2021-05-19 18:42:09,650 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 모터때기파트-1
2021-05-19 18:42:09,657 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 모터때기파트-1
2021-05-19 18:42:09,659 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 상판파트2-1
2021-05-19 18:42:09,661 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 상판파트2-1
2021-05-19 18:42:09,662 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 상판파트2-1
2021-05-19 18:42:09,663 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 캐스터 바퀴-2
2021-05-19 18:42:09,664 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 캐스터 바퀴-2
2021-05-19 18:42:09,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 캐스터 바퀴-2
2021-05-19 18:42:09,666 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 캐스터 연결-1
2021-05-19 18:42:09,667 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 캐스터 연결-1
2021-05-19 18:42:09,668 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 캐스터 연결-1
2021-05-19 18:42:09,669 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 캐스터 축-1
2021-05-19 18:42:09,670 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 캐스터 축-1
2021-05-19 18:42:09,671 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 캐스터 축-1
2021-05-19 18:42:09,671 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 캐스터 축-2
2021-05-19 18:42:09,672 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 캐스터 축-2
2021-05-19 18:42:09,672 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 캐스터 축-2
2021-05-19 18:42:09,672 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Board1-1
2021-05-19 18:42:09,673 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Board1-1
2021-05-19 18:42:09,674 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Board1-1
2021-05-19 18:42:09,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from imu모형-1
2021-05-19 18:42:09,675 INFO  ExportHelperExtension.cs: 1136 - Found 25 in imu모형-1
2021-05-19 18:42:09,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in imu모형-1
2021-05-19 18:42:09,677 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 바퀴떄기2-1
2021-05-19 18:42:09,677 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 바퀴떄기2-1
2021-05-19 18:42:09,678 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 바퀴떄기2-1
2021-05-19 18:42:09,678 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 라이더원-2
2021-05-19 18:42:09,678 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 라이더원-2
2021-05-19 18:42:09,679 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 라이더원-2
2021-05-19 18:42:09,679 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 배터리-1
2021-05-19 18:42:09,679 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 배터리-1
2021-05-19 18:42:09,680 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 배터리-1
2021-05-19 18:42:09,681 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 바퀴떄기2-2
2021-05-19 18:42:09,681 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 바퀴떄기2-2
2021-05-19 18:42:09,682 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 바퀴떄기2-2
2021-05-19 18:42:09,682 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from imu거치-1
2021-05-19 18:42:09,682 INFO  ExportHelperExtension.cs: 1136 - Found 31 in imu거치-1
2021-05-19 18:42:09,683 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in imu거치-1
2021-05-19 18:42:09,683 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel_chair_robot
2021-05-19 18:42:09,684 INFO  ExportHelperExtension.cs: 1136 - Found 72 in wheel_chair_robot
2021-05-19 18:42:09,684 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel_chair_robot
2021-05-19 18:42:09,684 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-05-19 18:42:09,685 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2021-05-19 18:42:09,685 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 모터때기파트-2
2021-05-19 18:42:09,686 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 모터때기파트-2
2021-05-19 18:42:09,686 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 모터때기파트-2
2021-05-19 18:42:09,686 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 모터때기파트-1
2021-05-19 18:42:09,687 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 모터때기파트-1
2021-05-19 18:42:09,687 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 모터때기파트-1
2021-05-19 18:42:09,687 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 상판파트2-1
2021-05-19 18:42:09,687 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 상판파트2-1
2021-05-19 18:42:09,688 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 상판파트2-1
2021-05-19 18:42:09,688 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 캐스터 바퀴-2
2021-05-19 18:42:09,688 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 캐스터 바퀴-2
2021-05-19 18:42:09,689 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 캐스터 바퀴-2
2021-05-19 18:42:09,689 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 캐스터 연결-1
2021-05-19 18:42:09,689 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 캐스터 연결-1
2021-05-19 18:42:09,690 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 캐스터 연결-1
2021-05-19 18:42:09,690 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 캐스터 축-1
2021-05-19 18:42:09,690 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 캐스터 축-1
2021-05-19 18:42:09,691 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 캐스터 축-1
2021-05-19 18:42:09,692 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 캐스터 축-2
2021-05-19 18:42:09,694 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 캐스터 축-2
2021-05-19 18:42:09,695 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 캐스터 축-2
